TimeStep[s];Np;Nbound;Nfixed;Nmoving;Nfloat;Nfluid
9.80024;17161;1785;1261;524;0;15376

Pos.x[m];Pos.y[m];Pos.z[m];Idp;Vel.x[m/s];Vel.y[m/s];Vel.z[m/s];Rhop[kg/m^3];Press[Pa];Type;
7.9999998e-02;0.0000000e+00;0.0000000e+00;906;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003831e+03;8.6286850e+01;0;
8.8000000e-02;0.0000000e+00;-1.6000001e-02;907;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002515e+03;5.6636044e+01;0;
8.8000000e-02;0.0000000e+00;-8.0000004e-03;908;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003778e+03;8.5103127e+01;0;
8.8000000e-02;0.0000000e+00;0.0000000e+00;909;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0005431e+03;1.2239471e+02;0;
9.6000001e-02;0.0000000e+00;-1.6000001e-02;910;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002751e+03;6.1945328e+01;0;
9.6000001e-02;0.0000000e+00;-8.0000004e-03;911;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0005187e+03;1.1689780e+02;0;
9.6000001e-02;0.0000000e+00;0.0000000e+00;912;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004384e+03;9.8759560e+01;0;
1.0400000e-01;0.0000000e+00;-1.6000001e-02;913;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002989e+03;6.7310394e+01;0;
1.0400000e-01;0.0000000e+00;-8.0000004e-03;914;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004292e+03;9.6694260e+01;0;
1.0400000e-01;0.0000000e+00;0.0000000e+00;915;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004167e+03;9.3871857e+01;0;
1.1200000e-01;0.0000000e+00;-1.6000001e-02;916;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003437e+03;7.7409798e+01;0;
1.1200000e-01;0.0000000e+00;-8.0000004e-03;917;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0005684e+03;1.2809912e+02;0;
1.1200000e-01;0.0000000e+00;0.0000000e+00;918;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003871e+03;8.7209084e+01;0;
1.2000000e-01;0.0000000e+00;-1.6000001e-02;919;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004409e+03;9.9337868e+01;0;
1.2000000e-01;0.0000000e+00;-8.0000004e-03;920;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004263e+03;9.6033386e+01;0;
1.2000000e-01;0.0000000e+00;0.0000000e+00;921;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003198e+03;7.2029533e+01;0;
1.2800001e-01;0.0000000e+00;-1.6000001e-02;922;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004139e+03;9.3238571e+01;0;
1.2800001e-01;0.0000000e+00;-8.0000004e-03;923;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004990e+03;1.1243473e+02;0;
1.2800001e-01;0.0000000e+00;0.0000000e+00;924;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002954e+03;6.6526222e+01;0;
1.3600001e-01;0.0000000e+00;-1.6000001e-02;925;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004064e+03;9.1545258e+01;0;
1.3600001e-01;0.0000000e+00;-8.0000004e-03;926;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004630e+03;1.0432268e+02;0;
1.3600001e-01;0.0000000e+00;0.0000000e+00;927;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003078e+03;6.9319046e+01;0;
1.4399999e-01;0.0000000e+00;-1.6000001e-02;928;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003941e+03;8.8778313e+01;0;
1.4399999e-01;0.0000000e+00;-8.0000004e-03;929;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004702e+03;1.0593393e+02;0;
1.4399999e-01;0.0000000e+00;0.0000000e+00;930;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003853e+03;8.6782379e+01;0;
1.5200000e-01;0.0000000e+00;-1.6000001e-02;931;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003879e+03;8.7374268e+01;0;
1.5200000e-01;0.0000000e+00;-8.0000004e-03;932;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004902e+03;1.1046509e+02;0;
1.5200000e-01;0.0000000e+00;0.0000000e+00;933;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002841e+03;6.3967457e+01;0;
1.6000000e-01;0.0000000e+00;-1.6000001e-02;934;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003673e+03;8.2735779e+01;0;
1.6000000e-01;0.0000000e+00;-8.0000004e-03;935;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004376e+03;9.8594330e+01;0;
1.6000000e-01;0.0000000e+00;0.0000000e+00;936;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003513e+03;7.9129990e+01;0;
1.6800000e-01;0.0000000e+00;-1.6000001e-02;937;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003838e+03;8.6452026e+01;0;
1.6800000e-01;0.0000000e+00;-8.0000004e-03;938;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004641e+03;1.0457056e+02;0;
1.6800000e-01;0.0000000e+00;0.0000000e+00;939;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003540e+03;7.9735519e+01;0;
1.7600000e-01;0.0000000e+00;-1.6000001e-02;940;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003888e+03;8.7580742e+01;0;
1.7600000e-01;0.0000000e+00;-8.0000004e-03;941;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004092e+03;9.2192291e+01;0;
1.7600000e-01;0.0000000e+00;0.0000000e+00;942;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003880e+03;8.7401794e+01;0;
1.8400000e-01;0.0000000e+00;-1.6000001e-02;943;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003807e+03;8.5750038e+01;0;
1.8400000e-01;0.0000000e+00;-8.0000004e-03;944;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004932e+03;1.1113999e+02;0;
1.8400000e-01;0.0000000e+00;0.0000000e+00;945;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003124e+03;7.0364693e+01;0;
1.9200000e-01;0.0000000e+00;-1.6000001e-02;946;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003856e+03;8.6851204e+01;0;
1.9200000e-01;0.0000000e+00;-8.0000004e-03;947;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003873e+03;8.7250381e+01;0;
1.9200000e-01;0.0000000e+00;0.0000000e+00;948;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004373e+03;9.8511719e+01;0;
2.0000000e-01;0.0000000e+00;-1.6000001e-02;949;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004172e+03;9.3995766e+01;0;
2.0000000e-01;0.0000000e+00;-8.0000004e-03;950;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004863e+03;1.0956983e+02;0;
2.0000000e-01;0.0000000e+00;0.0000000e+00;951;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002441e+03;5.4958138e+01;0;
2.0800000e-01;0.0000000e+00;-1.6000001e-02;952;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003412e+03;7.6859352e+01;0;
2.0800000e-01;0.0000000e+00;-8.0000004e-03;953;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003892e+03;8.7677094e+01;0;
2.0800000e-01;0.0000000e+00;0.0000000e+00;954;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0005312e+03;1.1970815e+02;0;
2.1600001e-01;0.0000000e+00;-1.6000001e-02;955;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002639e+03;5.9414387e+01;0;
2.1600001e-01;0.0000000e+00;-8.0000004e-03;956;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004706e+03;1.0604411e+02;0;
2.1600001e-01;0.0000000e+00;0.0000000e+00;957;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004604e+03;1.0373052e+02;0;
2.2400001e-01;0.0000000e+00;-1.6000001e-02;958;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0001946e+03;4.3819832e+01;0;
2.2400001e-01;0.0000000e+00;-8.0000004e-03;959;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002633e+03;5.9290592e+01;0;
2.2400001e-01;0.0000000e+00;0.0000000e+00;960;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0005905e+03;1.3310152e+02;0;
2.3199999e-01;0.0000000e+00;-1.6000001e-02;961;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002388e+03;5.3775394e+01;0;
2.3199999e-01;0.0000000e+00;-8.0000004e-03;962;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0005178e+03;1.1669116e+02;0;
2.3199999e-01;0.0000000e+00;0.0000000e+00;963;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003577e+03;8.0575020e+01;0;
2.3999999e-01;0.0000000e+00;-1.6000001e-02;964;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003216e+03;7.2428551e+01;0;
2.3999999e-01;0.0000000e+00;-8.0000004e-03;965;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003959e+03;8.9177513e+01;0;
2.3999999e-01;0.0000000e+00;0.0000000e+00;966;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004526e+03;1.0198166e+02;0;
2.4800000e-01;0.0000000e+00;-1.6000001e-02;967;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003798e+03;8.5543579e+01;0;
2.4800000e-01;0.0000000e+00;-8.0000004e-03;968;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004734e+03;1.0667761e+02;0;
2.4800000e-01;0.0000000e+00;0.0000000e+00;969;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002222e+03;5.0021122e+01;0;
2.5600001e-01;0.0000000e+00;-1.6000001e-02;970;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004496e+03;1.0130692e+02;0;
2.5600001e-01;0.0000000e+00;-8.0000004e-03;971;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004250e+03;9.5758026e+01;0;
2.5600001e-01;0.0000000e+00;0.0000000e+00;972;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002977e+03;6.7035240e+01;0;
2.6400000e-01;0.0000000e+00;-1.6000001e-02;973;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004210e+03;9.4849350e+01;0;
2.6400000e-01;0.0000000e+00;-8.0000004e-03;974;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0005229e+03;1.1783456e+02;0;
2.6400000e-01;0.0000000e+00;0.0000000e+00;975;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003816e+03;8.5956505e+01;0;
2.7200001e-01;0.0000000e+00;-1.6000001e-02;976;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003867e+03;8.7112732e+01;0;
2.7200001e-01;0.0000000e+00;-8.0000004e-03;977;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004415e+03;9.9475555e+01;0;
2.7200001e-01;0.0000000e+00;0.0000000e+00;978;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002936e+03;6.6127258e+01;0;
2.8000000e-01;0.0000000e+00;-1.6000001e-02;979;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002963e+03;6.6732582e+01;0;
2.8000000e-01;0.0000000e+00;-8.0000004e-03;980;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003790e+03;8.5364639e+01;0;
2.8000000e-01;0.0000000e+00;0.0000000e+00;981;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0005314e+03;1.1974947e+02;0;
2.8799999e-01;0.0000000e+00;-1.6000001e-02;982;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002707e+03;6.0954941e+01;0;
2.8799999e-01;0.0000000e+00;-8.0000004e-03;983;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004899e+03;1.1039622e+02;0;
2.8799999e-01;0.0000000e+00;0.0000000e+00;984;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0005081e+03;1.1450090e+02;0;
2.9600000e-01;0.0000000e+00;-1.6000001e-02;985;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002354e+03;5.3005257e+01;0;
2.9600000e-01;0.0000000e+00;-8.0000004e-03;986;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002271e+03;5.1134987e+01;0;
2.9600000e-01;0.0000000e+00;0.0000000e+00;987;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004980e+03;1.1222812e+02;0;
3.0399999e-01;0.0000000e+00;-1.6000001e-02;988;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002466e+03;5.5535770e+01;0;
3.0399999e-01;0.0000000e+00;-8.0000004e-03;989;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004377e+03;9.8608101e+01;0;
3.0399999e-01;0.0000000e+00;0.0000000e+00;990;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0005414e+03;1.2202271e+02;0;
3.1200001e-01;0.0000000e+00;-1.6000001e-02;991;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003081e+03;6.9387840e+01;0;
3.1200001e-01;0.0000000e+00;-8.0000004e-03;992;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004151e+03;9.3513908e+01;0;
3.1200001e-01;0.0000000e+00;0.0000000e+00;993;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0005475e+03;1.2338671e+02;0;
3.1999999e-01;0.0000000e+00;-1.6000001e-02;994;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003441e+03;7.7492363e+01;0;
3.1999999e-01;0.0000000e+00;-8.0000004e-03;995;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003892e+03;8.7677094e+01;0;
3.1999999e-01;0.0000000e+00;0.0000000e+00;996;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004031e+03;9.0815643e+01;0;
3.2800001e-01;0.0000000e+00;-1.6000001e-02;997;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004355e+03;9.8126190e+01;0;
3.2800001e-01;0.0000000e+00;-8.0000004e-03;998;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004111e+03;9.2605293e+01;0;
3.2800001e-01;0.0000000e+00;0.0000000e+00;999;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003260e+03;7.3419243e+01;0;
3.3600000e-01;0.0000000e+00;-1.6000001e-02;1000;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003954e+03;8.9081154e+01;0;
3.3600000e-01;0.0000000e+00;-8.0000004e-03;1001;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004518e+03;1.0180265e+02;0;
3.3600000e-01;0.0000000e+00;0.0000000e+00;1002;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003299e+03;7.4299881e+01;0;
3.4400001e-01;0.0000000e+00;-1.6000001e-02;1003;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003566e+03;8.0327293e+01;0;
3.4400001e-01;0.0000000e+00;-8.0000004e-03;1004;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004706e+03;1.0604411e+02;0;
3.4400001e-01;0.0000000e+00;0.0000000e+00;1005;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004195e+03;9.4505157e+01;0;
3.5200000e-01;0.0000000e+00;-1.6000001e-02;1006;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003056e+03;6.8823753e+01;0;
3.5200000e-01;0.0000000e+00;-8.0000004e-03;1007;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003892e+03;8.7663330e+01;0;
3.5200000e-01;0.0000000e+00;0.0000000e+00;1008;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004015e+03;9.0443962e+01;0;
3.6000001e-01;0.0000000e+00;-1.6000001e-02;1009;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003850e+03;8.6727318e+01;0;
3.6000001e-01;0.0000000e+00;-8.0000004e-03;1010;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004570e+03;1.0295936e+02;0;
3.6000001e-01;0.0000000e+00;0.0000000e+00;1011;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004031e+03;9.0815643e+01;0;
3.6800000e-01;0.0000000e+00;-1.6000001e-02;1012;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003864e+03;8.7043907e+01;0;
3.6800000e-01;0.0000000e+00;-8.0000004e-03;1013;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0005289e+03;1.1918463e+02;0;
3.6800000e-01;0.0000000e+00;0.0000000e+00;1014;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003308e+03;7.4506287e+01;0;
3.7599999e-01;0.0000000e+00;-1.6000001e-02;1015;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003336e+03;7.5125496e+01;0;
3.7599999e-01;0.0000000e+00;-8.0000004e-03;1016;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004377e+03;9.8608101e+01;0;
3.7599999e-01;0.0000000e+00;0.0000000e+00;1017;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003765e+03;8.4800316e+01;0;
3.8400000e-01;0.0000000e+00;-1.6000001e-02;1018;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003568e+03;8.0354820e+01;0;
3.8400000e-01;0.0000000e+00;-8.0000004e-03;1019;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003661e+03;8.2474281e+01;0;
3.8400000e-01;0.0000000e+00;0.0000000e+00;1020;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004935e+03;1.1120886e+02;0;
3.9199999e-01;0.0000000e+00;-1.6000001e-02;1021;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003177e+03;7.1561722e+01;0;
3.9199999e-01;0.0000000e+00;-8.0000004e-03;1022;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003670e+03;8.2666962e+01;0;
3.9199999e-01;0.0000000e+00;0.0000000e+00;1023;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0004930e+03;1.1108490e+02;0;
4.0000001e-01;0.0000000e+00;-1.6000001e-02;1024;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002114e+03;4.7587234e+01;0;
4.0000001e-01;0.0000000e+00;-8.0000004e-03;1025;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002748e+03;6.1890305e+01;0;
4.0000001e-01;0.0000000e+00;0.0000000e+00;1026;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0008480e+03;1.9127736e+02;0;
4.0799999e-01;0.0000000e+00;-1.6000001e-02;1027;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0001276e+03;2.8726513e+01;0;
4.0799999e-01;0.0000000e+00;-8.0000004e-03;1028;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003621e+03;8.1552162e+01;0;
4.0799999e-01;0.0000000e+00;0.0000000e+00;1029;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0006387e+03;1.4399059e+02;0;
4.1600001e-01;0.0000000e+00;-1.6000001e-02;1030;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002059e+03;4.6363476e+01;0;
4.1600001e-01;0.0000000e+00;-8.0000004e-03;1031;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003448e+03;7.7671257e+01;0;
4.1600001e-01;0.0000000e+00;0.0000000e+00;1032;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0006777e+03;1.5278683e+02;0;
4.2399999e-01;0.0000000e+00;-1.6000001e-02;1033;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0002687e+03;6.0501019e+01;0;
4.2399999e-01;0.0000000e+00;-8.0000004e-03;1034;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0003937e+03;8.8695717e+01;0;
4.2399999e-01;0.0000000e+00;0.0000000e+00;1035;0.0000000e+00;0.0000000e+00;0.0000000e+00;1.0005432e+03;1.2240849e+02;0;
